"","name","id","name_type","class","mass","fall","year","lat","long","geolocation","housenumber","street","city","state","zip","country"
"142","Breitscheid",5134,"Valid","H5",1500,"Fell",1956,50.66694,8.18361,"(50.66694, 8.18361)","House Number Not Found","Street Not Found","Breitscheid","Hesse","35767","Germany"
"143","Bremervörde",5135,"Valid","H/L3.9",7250,"Fell",1855,53.4,9.1,"(53.4, 9.1)","House Number Not Found","Street Not Found","Sandbostel","Lower Saxony","27446","Germany"
"144","Brient",5140,"Valid","Eucrite-pmict",219,"Fell",1933,52.13333,59.31667,"(52.13333, 59.31667)","House Number Not Found","Street Not Found","<U+0411><U+0440><U+0438><U+0435><U+043D><U+0442><U+0441><U+043A><U+0438><U+0439> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043E><U+0432><U+0435><U+0442>","Orenburg Oblast","Postcode Not Found","Russia"
"145","Bruderheim",5156,"Valid","L6",303000,"Fell",1960,53.9,-112.88333,"(53.9, -112.88333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"146","Bukhara",30448,"Valid","CV3",5300,"Fell",2001,39.77978,64.60035,"(39.77978, 64.60035)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"147","Bunburra Rockhole",48653,"Valid","Eucrite",324,"Fell",2007,-31.35,129.19,"(-31.35, 129.19)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"148","Bununu",5165,"Valid","Howardite",357,"Fell",1942,10.01667,9.58333,"(10.01667, 9.58333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"149","Bur-Gheluai",5169,"Valid","H5",120000,"Fell",1919,5,48,"(5.0, 48.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"150","Burnwell",5175,"Valid","H4-an",1504,"Fell",1990,37.62194,-82.23722,"(37.62194, -82.23722)","House Number Not Found","Street Not Found","Hardy","Kentucky","41531","United States of America"
"151","Bursa",5177,"Valid","L6",25000,"Fell",1946,40.2,29.23333,"(40.2, 29.23333)","House Number Not Found","Toki Caddesi","Kestel Mahallesi","Bursa","16300","Turkey"
"152","Buschhof",5178,"Valid","L6",5000,"Fell",1863,46.45,25.78333,"(46.45, 25.78333)","House Number Not Found","Street Not Found","Gârciu","Harghita","537299","Romania"
"153","Bustee",5181,"Valid","Aubrite",1500,"Fell",1852,26.78333,82.83333,"(26.78333, 82.83333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"154","Butsura",5183,"Valid","H6",29000,"Fell",1861,27.08333,84.08333,"(27.08333, 84.08333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"155","Buzzard Coulee",48654,"Valid","H4",41000,"Fell",2008,52.996,-109.84817,"(52.996, -109.84817)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"156","Cabezo de Mayo",5185,"Valid","L/LL6",25000,"Fell",1870,37.98333,-1.16667,"(37.98333, -1.16667)","House Number Not Found","Street Not Found","Murcia","Region of Murcia","30167","Spain"
"157","Cabin Creek",5186,"Valid","Iron, IIIAB",48500,"Fell",1886,35.5,-93.5,"(35.5, -93.5)","House Number Not Found","Street Not Found","Woodland","Arkansas","72830","United States of America"
"158","Cacak",5187,"Valid","OC",212,"Fell",1919,43.83889,20.33333,"(43.83889, 20.33333)","House Number Not Found","Street Not Found","Cacak","Central Serbia","32000","Serbia"
"159","Cali",45976,"Valid","H/L4",478,"Fell",2007,3.405,-76.51,"(3.405, -76.51)","House Number Not Found","Street Not Found","Perímetro Urbano Santiago de Cali","Valle del Cauca","760020","Colombia"
"160","Calivo",5200,"Valid","Stone-uncl",2400,"Fell",1916,11.75,122.33333,"(11.75, 122.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"161","Campos Sales",5249,"Valid","L5",23680,"Fell",1991,-7.03333,-40.16667,"(-7.03333, -40.16667)","House Number Not Found","Street Not Found","Salitre","Ceará","Postcode Not Found","Brazil"
"162","Çanakkale",5250,"Valid","L6",4000,"Fell",1964,39.8,26.6,"(39.8, 26.6)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"163","Cañellas",5251,"Valid","H4",945,"Fell",1861,41.25,1.66667,"(41.25, 1.66667)","House Number Not Found","Street Not Found","Castellet i la Gornal","Catalonia","088800","Spain"
"164","Cangas de Onis",5252,"Valid","H5",34000,"Fell",1866,43.38333,-5.15,"(43.38333, -5.15)","House Number Not Found","Street Not Found","Cangas de Onís","Asturias","33550","Spain"
"165","Canon City",5253,"Valid","H6",1400,"Fell",1973,38.47028,-105.24139,"(38.47028, -105.24139)","House Number Not Found","Street Not Found","Cañon City","Colorado","81212","United States of America"
"166","Cape Girardeau",5260,"Valid","H6",2300,"Fell",1846,37.26667,-89.58333,"(37.26667, -89.58333)","House Number Not Found","Street Not Found","Cape Girardeau","Missouri","63701","United States of America"
"167","Capilla del Monte",5264,"Valid","H6",750,"Fell",1934,-30.88333,-64.55,"(-30.88333, -64.55)","House Number Not Found","Street Not Found","Capilla del Monte","Córdoba","X5166","Argentina"
"168","Carancas",45817,"Valid","H4-5",342,"Fell",2007,-16.66444,-69.04389,"(-16.66444, -69.04389)","House Number Not Found","Street Not Found","Desaguadero","Puno","Postcode Not Found","Peru"
"169","Caratash",5265,"Valid","LL6",8,"Fell",1902,38.5,27,"(38.5, 27.0)","House Number Not Found","Street Not Found","Kakliç","Izmir","Postcode Not Found","Turkey"
"170","Castalia",5291,"Valid","H5",7300,"Fell",1874,36.08333,-78.06667,"(36.08333, -78.06667)","House Number Not Found","Street Not Found","Castalia","North Carolina","27816","United States of America"
"171","Castel Berardenga",5292,"Valid","Stone-uncl",NA,"Fell",1791,43.35,11.5,"(43.35, 11.5)","House Number Not Found","Street Not Found","Castelnuovo Berardenga","Tuscany","53019","Italy"
"172","Castine",5293,"Valid","L6",94,"Fell",1848,44.38333,-68.75,"(44.38333, -68.75)","House Number Not Found","Street Not Found","West Brooksville","Maine","04617","United States of America"
"173","Castrovillari",5295,"Valid","Stone-uncl",15000,"Fell",1583,39.8,16.2,"(39.8, 16.2)","House Number Not Found","Via Giudeca","Castrovillari","Calabria","87012","Italy"
"174","Caswell County",5296,"Valid","OC",1360,"Fell",1810,36.5,-79.25,"(36.5, -79.25)","House Number Not Found","Street Not Found","Estelle","North Carolina","27305","United States of America"
"175","Ceniceros",5306,"Valid","L3.7",1025,"Fell",1988,26.46667,-105.23333,"(26.46667, -105.23333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"176","Centerville",5307,"Valid","H5",45.6,"Fell",1956,43.2,-96.91667,"(43.2, -96.91667)","House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America"
"177","Cereseto",5308,"Valid","H5",6460,"Fell",1840,45.08333,8.3,"(45.08333, 8.3)","House Number Not Found","Street Not Found","Serralunga di Crea","Piemont","15020","Italy"
"178","Chadong",5313,"Valid","L6",3700,"Fell",1998,28.53333,109.31667,"(28.53333, 109.31667)","House Number Not Found","Street Not Found","Gaohe","Hunan","416200","China"
"179","Chail",5314,"Valid","H6",0.5,"Fell",1814,25.36667,81.66667,"(25.36667, 81.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"180","Chainpur",5315,"Valid","LL3.4",8200,"Fell",1907,25.85,83.48333,"(25.85, 83.48333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"181","Chajari",5316,"Valid","L5",18300,"Fell",1933,-30.78333,-58.05,"(-30.78333, -58.05)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"182","Chandakapur",5320,"Valid","L5",8800,"Fell",1838,20.26667,76.01667,"(20.26667, 76.01667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"183","Chandpur",5321,"Valid","L6",1100,"Fell",1885,27.28333,79.05,"(27.28333, 79.05)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"184","Changde",5322,"Valid","H5",1810,"Fell",1977,29.08333,111.75,"(29.08333, 111.75)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"185","Chantonnay",5325,"Valid","L6",31500,"Fell",1812,46.68333,1.05,"(46.68333, 1.05)","House Number Not Found","Street Not Found","Pouligny-Saint-Pierre","Centre-Loire Valley","36300","France"
"186","Charlotte",5328,"Valid","Iron, IVA",4300,"Fell",1835,36.16667,-87.33333,"(36.16667, -87.33333)","House Number Not Found","Street Not Found","Charlotte","Tennessee","37187","United States of America"
"187","Charsonville",5329,"Valid","H6",27000,"Fell",1810,47.93333,1.56667,"(47.93333, 1.56667)","House Number Not Found","Street Not Found","Charsonville","Centre-Loire Valley","41240","France"
"188","Charwallas",5330,"Valid","H6",12000,"Fell",1834,29.48333,75.5,"(29.48333, 75.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"189","Chassigny",5331,"Valid","Martian (chassignite)",4000,"Fell",1815,47.71667,5.36667,"(47.71667, 5.36667)","House Number Not Found","Street Not Found","Chassigny","Grand Est","52190","France"
"190","Château-Renard",5332,"Valid","L6",30000,"Fell",1841,47.93333,2.91667,"(47.93333, 2.91667)","House Number Not Found","Street Not Found","Château-Renard","Centre-Loire Valley","45220","France"
"191","Chaves",5334,"Valid","Howardite",2945,"Fell",1925,41.93333,-7.46667,"(41.93333, -7.46667)","House Number Not Found","Street Not Found","Verín","Galicia","32619","Spain"
"192","Chela",5338,"Valid","H4",2936,"Fell",1988,-3.66667,32.5,"(-3.66667, 32.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"193","Chelyabinsk",57165,"Valid","LL5",1e+05,"Fell",2013,54.81667,61.11667,"(54.81667, 61.11667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"194","Chergach",47347,"Valid","H5",1e+05,"Fell",2007,23.69639,-5.01472,"(23.69639, -5.01472)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"195","Chernyi Bor",5339,"Valid","H4",6000,"Fell",1964,53.7,30.1,"(53.7, 30.1)","House Number Not Found","Street Not Found","<U+0417><U+0430><U+0432><U+043E><U+0434><U+0441><U+043A><U+043E><U+0441><U+043B><U+043E><U+0431><U+043E><U+0434><U+0441><U+043A><U+0438><U+0439> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043A><U+0438><U+0439> <U+0421><U+043E><U+0432><U+0435><U+0442>","Mahilyow Region","Postcode Not Found","Belarus"
"196","Cherokee Springs",5340,"Valid","LL6",8400,"Fell",1933,35.03333,-81.88333,"(35.03333, -81.88333)","720","Mount Pleasant Road","Lakeview Manor","South Carolina","29307","United States of America"
"197","Chervettaz",5341,"Valid","L5",705,"Fell",1901,46.55,6.81667,"(46.55, 6.81667)","1a","Route du Battoir","Oron","Vaud","1607","Switzerland"
"198","Chervony Kut",5342,"Valid","Eucrite-mmict",1700,"Fell",1939,50.83333,34,"(50.83333, 34.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"199","Chetrinahatti",5344,"Valid","Stone-uncl",72,"Fell",1880,14.5,76.5,"(14.5, 76.5)","House Number Not Found","Street Not Found","City Not Found","Karnataka","Postcode Not Found","India"
"200","Chiang Khan",5345,"Valid","H6",367,"Fell",1981,17.9,101.63333,"(17.9, 101.63333)","House Number Not Found","Street Not Found","Chiang Khan","Loei Province","42110","Thailand"
"201","Chicora",5349,"Valid","LL6",303,"Fell",1938,40.93333,-79.73333,"(40.93333, -79.73333)","House Number Not Found","Street Not Found","Donegal Township","Pennsylvania","16025","United States of America"
"202","Chisenga",5355,"Valid","Iron, IIIAB",3920,"Fell",1988,-10.05944,33.395,"(-10.05944, 33.395)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"203","Chitado",5356,"Valid","L6",NA,"Fell",1966,-17.35,13.96667,"(-17.35, 13.96667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"204","Chitenay",5357,"Valid","L6",4000,"Fell",1978,47.47083,0.97667,"(47.47083, 0.97667)","3","Rue du Vieux Joué","Montreuil-en-Touraine","Centre-Loire Valley","37530","France"
"205","Cilimus",5364,"Valid","L5",1600,"Fell",1979,-6.95,108.1,"(-6.95, 108.1)","House Number Not Found","Street Not Found","Cikareo Utara","West Java","Postcode Not Found","Indonesia"
"206","Claxton",5374,"Valid","L6",1455,"Fell",1984,32.1025,-81.87278,"(32.1025, -81.87278)","House Number Not Found","Street Not Found","Camp Olvier","Georgia","30429","United States of America"
"207","Colby (Wisconsin)",5395,"Valid","L6",104000,"Fell",1917,44.9,-90.28333,"(44.9, -90.28333)","House Number Not Found","Street Not Found","City Not Found","Wisconsin","54421","United States of America"
"208","Cold Bokkeveld",5397,"Valid","CM2",5200,"Fell",1838,-33.13333,19.38333,"(-33.13333, 19.38333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"209","Coleman",5401,"Valid","L6",469,"Fell",1994,43.76111,-84.50778,"(43.76111, -84.50778)","House Number Not Found","Street Not Found","Alamando","Michigan","48618","United States of America"
"210","Collescipoli",5403,"Valid","H5",5000,"Fell",1890,42.53333,12.61667,"(42.53333, 12.61667)","House Number Not Found","Street Not Found","Terni","Umbria","05100","Italy"
"211","Conquista",5418,"Valid","H4",20350,"Fell",1965,-19.85,-47.55,"(-19.85, -47.55)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"212","Cosina",5451,"Valid","H5",1200,"Fell",1844,21.16667,-100.86667,"(21.16667, -100.86667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"213","Cranganore",5465,"Valid","L6",1460,"Fell",1917,10.2,76.26667,"(10.2, 76.26667)","House Number Not Found","Street Not Found","City Not Found","Kerala","Postcode Not Found","India"
"214","Crescent",5470,"Valid","CM2",78.4,"Fell",1936,35.95,-97.58333,"(35.95, -97.58333)","House Number Not Found","Street Not Found","Crescent","Oklahoma","73028","United States of America"
"215","Cronstad",5474,"Valid","H5",3650,"Fell",1877,-27.7,27.3,"(-27.7, 27.3)","House Number Not Found","Street Not Found","Moqhaka Local Municipality","Free State","1499","South Africa"
"216","Cross Roads",5476,"Valid","H5",167,"Fell",1892,35.63333,-78.13333,"(35.63333, -78.13333)","House Number Not Found","Street Not Found","Beulahtown","North Carolina","27542","United States of America"
"217","Crumlin",5477,"Valid","L5",4255,"Fell",1902,54.61667,-6.21667,"(54.61667, -6.21667)","House Number Not Found","Riverside Walk","Crumlin","Northern Ireland","BT29 4BW","United Kingdom"
"218","Cumberland Falls",5496,"Valid","Aubrite",17000,"Fell",1919,36.83333,-84.35,"(36.83333, -84.35)","House Number Not Found","Street Not Found","City Not Found","Kentucky","40701","United States of America"
"219","Cynthiana",5500,"Valid","L/LL4",6000,"Fell",1877,38.4,-84.25,"(38.4, -84.25)","House Number Not Found","Street Not Found","Belmont","Kentucky","41031","United States of America"
"220","Dahmani",5504,"Valid","LL6",18000,"Fell",1981,35.61667,8.83333,"(35.61667, 8.83333)","House Number Not Found","Street Not Found","City Not Found","Kasserine","1280","Tunisia"
"221","Dandapur",5511,"Valid","L6",5650,"Fell",1878,26.91667,83.96667,"(26.91667, 83.96667)","House Number Not Found","Street Not Found","City Not Found","Uttar Pradesh","274304","India"
"222","Daniel's Kuil",5513,"Valid","EL6",1064,"Fell",1868,-28.2,24.56667,"(-28.2, 24.56667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"223","Danville",5514,"Valid","L6",2000,"Fell",1868,34.4,-87.06667,"(34.4, -87.06667)","House Number Not Found","Street Not Found","Danville","Alabama","35619","United States of America"
"224","Darmstadt",6603,"Valid","H5",100,"Fell",1804,49.86667,8.65,"(49.86667, 8.65)","8","Schöfferstraße","Darmstadt","Hesse","64295","Germany"
"225","Dashoguz",6604,"Valid","H5",7000,"Fell",1998,41.98444,59.685,"(41.98444, 59.685)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
